;DATE;HOME;AWAY;HALF_TIME_HOME_GOALS;HALF_TIME_AWAY_GOALS;FULL_TIME_HOME_GOALS;FULL_TIME_AWAY_GOALS;FULL_TIME_RESULT;MAX_HOME_ODDS;MAX_DRAW_ODDS;MAX_AWAY_ODDS;AVG_HOME_ODDS;AVG_DRAW_ODDS;AVG_AWAY_ODDS;MAX_INITIAL_HOME_ODDS;MAX_INITIAL_DRAW_ODDS;MAX_INITIAL_AWAY_ODDS;AVG_INITIAL_HOME_ODDS;AVG_INITIAL_DRAW_ODDS;AVG_INITIAL_AWAY_ODDS
167;19/12/2021;Wolves;Chelsea;0;0;0;0;D;7;4,2;1,62;6,42;3,93;1,58;6,12;3,57;1,88;5,4;3,42;1,79
168;19/12/2021;Tottenham;Liverpool;1;1;2;2;D;5,65;4,9;1,62;5,18;4,5;1,59;5,28;4,5;1,74;4,82;4,17;1,69
169;26/12/2021;Man City;Leicester;4;0;6;3;H;1,22;8,4;18;1,18;7,85;14,75;1,17;11,5;23;1,13;10,01;18,83
170;26/12/2021;Norwich;Arsenal;0;2;0;5;A;8,3;5;1,46;7,73;4,77;1,42;7,14;4,7;1,56;6,42;4,48;1,52
171;26/12/2021;Tottenham;Crystal Palace;2;0;3;0;H;1,76;4,02;5,4;1,72;3,87;4,97;1,76;3,92;5,54;1,72;3,81;5,07
172;26/12/2021;West Ham;Southampton;0;1;2;3;A;1,92;4,04;4,4;1,85;3,8;4,18;2,01;3,85;4,17;1,96;3,64;3,94
173;26/12/2021;Aston Villa;Chelsea;1;1;1;3;A;5,8;3,95;1,75;5,35;3,77;1,7;5,5;3,95;1,77;5,19;3,77;1,72
174;26/12/2021;Brighton;Brentford;2;0;2;0;H;2,02;3,6;4,36;1,95;3,45;4,15;2,01;3,55;4,7;1,95;3,41;4,3
175;27/12/2021;Newcastle;Man United;1;0;1;1;D;7,2;4,84;1,52;6,66;4,58;1,48;7,23;5,2;1,57;6,38;4,7;1,5
176;28/12/2021;Crystal Palace;Norwich;3;0;3;0;H;1,74;3,92;6,09;1,68;3,74;5,68;1,8;3,79;5,82;1,74;3,59;5,35
177;28/12/2021;Southampton;Tottenham;1;1;1;1;D;3,96;3,67;2,11;3,74;3,51;2,05;4,12;3,57;2,22;3,7;3,41;2,11
178;28/12/2021;Watford;West Ham;1;2;1;4;A;3,45;3,75;2,26;3,28;3,58;2,2;3,97;3,85;2,15;3,52;3,7;2,06
179;28/12/2021;Leicester;Liverpool;0;0;1;0;H;8,6;6,4;1,4;7,72;5,72;1,36;9,85;6,56;1,37;8,66;6,13;1,31
180;29/12/2021;Chelsea;Brighton;1;0;1;1;D;1,47;4,81;9,17;1,43;4,5;8,18;1,4;5,55;11,51;1,35;5,04;10,37
181;29/12/2021;Brentford;Man City;0;1;0;1;A;21;8,7;1,19;17,6;7,93;1,17;18;10,1;1,2;15,88;8,3;1,17
182;30/12/2021;Man United;Burnley;3;1;3;1;H;1,42;5,25;9,5;1,38;4,99;8,54;1,41;5,3;10;1,37;5,01;8,98
183;01/01/2022;Arsenal;Man City;1;0;1;2;A;6,27;4,9;1,59;5,91;4,62;1,53;5,5;4,45;1,69;5,21;4,18;1,65
184;01/01/2022;Watford;Tottenham;0;0;0;1;A;5,6;4,35;1,66;5,32;4,17;1,62;6,45;4,27;1,68;5,67;4,1;1,62
185;01/01/2022;Crystal Palace;West Ham;0;3;2;3;A;3,29;3,66;2,42;3,09;3,46;2,33;3,77;3,47;2,32;3,45;3,32;2,23
186;02/01/2022;Brentford;Aston Villa;1;1;2;1;H;3,12;3,48;2,58;3;3,31;2,45;3,12;3,45;2,72;2,87;3,23;2,62
187;02/01/2022;Everton;Brighton;0;2;2;3;A;2,91;3,33;2,9;2,78;3,16;2,72;3,12;3,25;2,98;2,88;3,11;2,71
188;02/01/2022;Leeds;Burnley;1;0;3;1;H;2,15;3,78;3,95;2,03;3,57;3,65;2,14;3,92;3,9;2,05;3,59;3,67
189;02/01/2022;Chelsea;Liverpool;2;2;2;2;D;3,28;3,68;2,38;3,06;3,54;2,31;2,74;3,61;2,88;2,61;3,48;2,72
190;03/01/2022;Man United;Wolves;0;0;0;1;A;1,61;4,5;6,5;1,56;4,17;6,08;1,74;3,9;6,28;1,69;3,75;5,58
191;11/01/2022;Southampton;Brentford;2;1;4;1;H;2,18;3,45;3,97;2,11;3,37;3,73;2,26;3,5;3,99;2,18;3,31;3,57
192;12/01/2022;West Ham;Norwich;1;0;2;0;H;1,34;6;11,33;1,31;5,52;10,28;1,45;5,35;9,7;1,4;4,96;7,99
193;14/01/2022;Brighton;Crystal Palace;0;0;1;1;D;2,2;3,4;4,12;2,1;3,28;3,91;2,12;3,62;4,2;2,04;3,37;3,96
194;15/01/2022;Man City;Chelsea;0;0;1;0;H;1,77;4,1;5,4;1,72;3,87;5;1,74;4,56;5,75;1,63;4,2;5,3
195;15/01/2022;Newcastle;Watford;0;0;1;1;D;2,12;3,75;3,72;2,06;3,62;3,55;2,03;3,95;4,61;1,84;3,75;4,35
196;15/01/2022;Norwich;Everton;2;0;2;1;H;4;3,6;2,12;3,74;3,48;2,05;3,8;3,48;2,32;3,42;3,33;2,24
197;15/01/2022;Wolves;Southampton;1;0;3;1;H;2,4;3,3;3,72;2,32;3,16;3,4;2,57;3,2;3,62;2,42;3,1;3,3
198;15/01/2022;Aston Villa;Man United;0;1;2;2;D;3;3,64;2,54;2,92;3,49;2,42;2,95;3,61;2,95;2,56;3,49;2,77
199;16/01/2022;Liverpool;Brentford;1;0;3;0;H;1,33;6,05;13;1,3;5,68;10,64;1,3;6,79;13,6;1,28;6,13;11,02
200;16/01/2022;West Ham;Leeds;1;2;2;3;A;1,7;4,44;5,5;1,65;4,21;4,98;1,72;4,63;5,2;1,68;4,2;4,88
201;18/01/2022;Brighton;Chelsea;0;1;1;1;D;5,25;3,88;1,82;4,81;3,72;1,77;6,3;4,03;1,84;5,62;3,77;1,67
202;19/01/2022;Leicester;Tottenham;1;1;2;3;A;3,22;3,6;2,47;3,04;3,42;2,36;3,45;3,88;2,4;3,23;3,44;2,28
203;19/01/2022;Brentford;Man United;0;0;1;3;A;4,8;3,89;1,88;4,51;3,64;1,83;5,1;3,99;1,87;4,59;3,71;1,81
204;21/01/2022;Watford;Norwich;0;0;0;3;A;2,12;3,62;3,78;2,07;3,52;3,63;2,1;3,6;3,95;2,04;3,52;3,78
205;22/01/2022;Everton;Aston Villa;0;1;0;1;A;2,86;3,4;2,76;2,75;3,29;2,66;3,02;3,75;2,76;2,75;3,41;2,62
206;22/01/2022;Brentford;Wolves;0;0;1;2;A;3,21;3,22;2,63;3,09;3,05;2,54;2,7;3,43;3,4;2,48;3,04;3,25
207;22/01/2022;Leeds;Newcastle;0;0;0;1;A;2,06;3,85;3,8;2,01;3,72;3,63;2;4,3;4,2;1,9;3,88;3,96
208;22/01/2022;Man United;West Ham;0;0;1;0;H;1,97;3,96;4,1;1,91;3,8;3,88;2,21;3,75;3,88;2,1;3,62;3,52
209;22/01/2022;Southampton;Man City;1;0;1;1;D;11,5;6,5;1,31;10,18;6,08;1,28;12,25;6,82;1,33;10,89;5,92;1,29
210;23/01/2022;Arsenal;Burnley;0;0;0;0;D;1,42;5,3;11,25;1,36;4,97;9,11;1,34;5,93;12,3;1,3;5,46;11,04
211;23/01/2022;Crystal Palace;Liverpool;0;2;1;3;A;6,5;4,4;1,63;5,73;4,21;1,58;6,5;4,54;1,72;5,98;4,18;1,58
212;23/01/2022;Leicester;Brighton;0;0;1;1;D;2,68;3,55;2,9;2,55;3,37;2,8;2,74;3,6;3,08;2,6;3,43;2,76
213;23/01/2022;Chelsea;Tottenham;0;0;2;0;H;1,75;4,3;5,26;1,69;3,99;4,96;1,79;3,95;5,35;1,74;3,78;5,02
214;05/02/2022;Burnley;Watford;0;0;0;0;D;2,27;3,35;3,71;2,21;3,27;3,51;2,33;3,36;3,78;2,19;3,27;3,6
215;08/02/2022;Newcastle;Everton;1;1;3;1;H;2,66;3,54;3;2,52;3,38;2,88;2,62;3,65;3,1;2,53;3,34;2,92
216;08/02/2022;West Ham;Watford;0;0;1;0;H;1,63;4,5;7,14;1,55;4,3;6,28;1,61;4,63;7,03;1,54;4,27;6,5
217;08/02/2022;Burnley;Man United;0;1;1;1;D;6,25;4,24;1,73;5,82;4,07;1,61;6,8;4,45;1,67;6,21;4,22;1,56
218;09/02/2022;Man City;Brentford;1;0;2;0;H;1,14;10,5;27,6;1,11;9,98;23,47;1,13;12,5;47;1,09;11,02;30,43
219;09/02/2022;Norwich;Crystal Palace;1;0;1;1;D;3,66;3,54;2,25;3,5;3,36;2,18;3,92;3,42;2,34;3,55;3,27;2,22
220;09/02/2022;Tottenham;Southampton;1;1;2;3;A;1,65;4,35;6,03;1,61;4,13;5,57;1,67;4,35;6,5;1,59;4,19;5,84
221;09/02/2022;Aston Villa;Leeds;3;2;3;3;D;1,85;4,12;4,53;1,8;3,96;4,26;2,05;4,05;4,31;1,94;3,79;3,9
222;10/02/2022;Liverpool;Leicester;1;0;2;0;H;1,29;7,3;12,75;1,26;6,56;10,5;1,27;8,2;15;1,21;7,35;12,97
223;10/02/2022;Wolves;Arsenal;0;1;0;1;A;3,75;3,42;2,28;3,57;3,25;2,2;4,16;3,45;2,41;3,69;3,18;2,22
224;12/02/2022;Man United;Southampton;1;0;1;1;D;1,67;4,45;5,75;1,61;4,22;5,43;1,65;4,8;6,5;1,56;4,51;5,76
225;12/02/2022;Brentford;Crystal Palace;0;0;0;0;D;2,78;3,2;3,05;2,66;3,09;2,92;3,29;3,28;3;2,93;3,08;2,69
226;12/02/2022;Everton;Leeds;2;0;3;0;H;2,4;3,87;3,17;2,32;3,64;2,99;2,7;4,01;3;2,52;3,55;2,79
227;12/02/2022;Watford;Brighton;0;1;0;2;A;3,86;3,44;2,2;3,7;3,27;2,14;4,29;3,52;2,27;3,82;3,3;2,11
228;12/02/2022;Norwich;Man City;0;1;0;4;A;21;8,5;1,2;18,09;7,86;1,17;21;9;1,22;16,51;7,29;1,19
229;13/02/2022;Burnley;Liverpool;0;1;0;1;A;12,5;6,2;1,32;10,72;5,75;1,29;15;7,3;1,27;12,85;6,77;1,23
230;13/02/2022;Newcastle;Aston Villa;1;0;1;0;H;2,8;3,68;2,7;2,72;3,44;2,6;2,85;3,52;2,7;2,78;3,39;2,6
231;13/02/2022;Tottenham;Wolves;0;2;0;2;A;1,73;3,94;6;1,68;3,76;5,57;1,77;3,9;5,9;1,7;3,72;5,57
232;13/02/2022;Leicester;West Ham;1;1;2;2;D;3,05;3,8;2,54;2,88;3,58;2,4;3,05;3,66;2,6;2,88;3,5;2,47
233;15/02/2022;Man United;Brighton;0;0;2;0;H;1,85;3,9;5;1,78;3,78;4,74;1,97;3,89;5,1;1,84;3,61;4,61
234;19/02/2022;West Ham;Newcastle;1;1;1;1;D;1,76;4,1;5,45;1,7;3,91;5,11;1,71;4,41;5,87;1,65;4,03;5,39
235;19/02/2022;Arsenal;Brentford;0;0;2;1;H;1,5;4,6;8,5;1,46;4,46;7,68;1,61;4,4;8;1,54;3,96;7,27
236;19/02/2022;Aston Villa;Watford;0;0;0;1;A;1,7;4,14;5,75;1,67;3,93;5,41;1,7;4,1;6,35;1,65;3,95;5,57
237;19/02/2022;Brighton;Burnley;0;2;0;3;A;1,71;3,88;6,2;1,67;3,74;5,75;1,69;3,97;7,1;1,63;3,8;6,21
238;19/02/2022;Crystal Palace;Chelsea;0;0;0;1;A;5,95;4,1;1,7;5,59;3,9;1,65;6,49;3,91;1,78;5,62;3,73;1,69
239;19/02/2022;Liverpool;Norwich;0;0;3;1;H;1,14;11;32;1,12;9,63;24,83;1,15;10,1;26;1,13;9,38;22,62
240;19/02/2022;Southampton;Everton;0;0;2;0;H;2,15;3,65;3,72;2,08;3,56;3,58;2,17;3,93;3,97;2,08;3,55;3,64
241;19/02/2022;Man City;Tottenham;1;1;2;3;A;1,32;6,35;12,25;1,29;5,87;10,84;1,38;6,8;13,5;1,28;6,12;11,03
242;20/02/2022;Leeds;Man United;0;2;2;4;A;4,2;4,1;1,95;3,91;3,86;1,9;5,32;4,45;1,8;4,77;4,17;1,7
243;20/02/2022;Wolves;Leicester;1;1;2;1;H;2,36;3,48;3,51;2,29;3,28;3,33;2,35;3,52;3,85;2,22;3,23;3,63
244;23/02/2022;Burnley;Tottenham;0;0;1;0;H;5;3,83;1,85;4,72;3,73;1,79;4,9;3,78;2,05;4,65;3,61;1,84
245;23/02/2022;Watford;Crystal Palace;1;2;1;4;A;3,33;3,45;2,48;3,2;3,24;2,4;3,05;3,2;2,74;2,97;3,12;2,64
246;23/02/2022;Liverpool;Leeds;3;0;6;0;H;1,18;9,3;19,5;1,16;8,73;16,66;1,22;8,89;17;1,18;8,24;15,04
247;24/02/2022;Arsenal;Wolves;0;1;2;1;H;1,7;4;6,25;1,65;3,8;5,83;1,74;3,84;6,3;1,67;3,72;5,88
248;25/02/2022;Southampton;Norwich;1;0;2;0;H;1,63;4,54;6,6;1,54;4,37;6,22;1,61;5,05;7;1,51;4,48;6,63
249;26/02/2022;Leeds;Tottenham;0;3;0;4;A;4,25;4,15;1,94;4,03;3,96;1,86;4,18;4;2,06;3,73;3,81;1,97
250;26/02/2022;Brentford;Newcastle;0;2;0;2;A;2,6;3,35;3,16;2,52;3,17;3,04;2,57;3,2;3,6;2,38;3,11;3,38
251;26/02/2022;Crystal Palace;Burnley;1;0;1;1;D;2,02;3,6;4,34;1,97;3,42;4,19;2;3,43;5,2;1,91;3,33;4,68
252;26/02/2022;Man United;Watford;0;0;0;0;D;1,38;5,8;10,19;1,34;5,44;9,04;1,42;5,29;9,5;1,38;5;8,66
253;26/02/2022;Brighton;Aston Villa;0;1;0;2;A;2,35;3,42;3,52;2,27;3,28;3,41;2,31;3,4;3,7;2,23;3,26;3,53
254;26/02/2022;Everton;Man City;0;0;0;1;A;12,5;6,5;1,32;10,95;6,04;1,28;15,5;7;1,45;12,54;6,34;1,25
255;27/02/2022;West Ham;Wolves;0;0;1;0;H;2,2;3,35;4,28;2,11;3,24;3,89;2,03;3,44;4,73;1,94;3,35;4,51
256;01/03/2022;Burnley;Leicester;0;0;0;2;A;3,05;3,41;2,6;2,94;3,34;2,52;3,18;3,4;2,65;2,91;3,29;2,56
257;05/03/2022;Leicester;Leeds;0;0;1;0;H;1,86;4,25;4,47;1,8;4,12;4,14;2,14;3,9;3,92;2,04;3,79;3,54
258;05/03/2022;Aston Villa;Southampton;2;0;4;0;H;2,45;3,7;3,15;2,36;3,48;3,04;2,32;3,72;3,48;2,25;3,54;3,23
259;05/03/2022;Burnley;Chelsea;0;0;0;4;A;8;4,34;1,54;7,44;4,15;1,5;8,09;4,3;1,59;7,39;4,08;1,52
260;05/03/2022;Newcastle;Brighton;2;0;2;1;H;2,88;3,36;2,82;2,77;3,19;2,74;2,8;3,29;3,02;2,66;3,11;2,92
261;05/03/2022;Norwich;Brentford;0;1;1;3;A;3,04;3,34;2,68;2,95;3,15;2,6;3,43;3,26;2,55;3,12;3,18;2,47
262;05/03/2022;Wolves;Crystal Palace;0;2;0;2;A;2,48;3,26;3,52;2,37;3,1;3,4;2,48;3,16;3,77;2,38;3,03;3,47
263;05/03/2022;Liverpool;West Ham;1;0;1;0;H;1,33;6,35;11;1,3;5,86;9,95;1,42;7,62;13;1,26;6,67;11,24
264;06/03/2022;Watford;Arsenal;1;2;2;3;A;6,6;4,18;1,65;6,14;4,02;1,59;7,17;4,41;1,59;6,65;4,26;1,54
265;06/03/2022;Man City;Man United;2;1;4;1;H;1,45;5,3;8,6;1,41;4,91;7,86;1,57;5,45;9,4;1,42;5,03;7,75
266;07/03/2022;Tottenham;Everton;3;0;5;0;H;1,66;4,4;6;1,61;4,13;5,61;1,85;4,12;5,4;1,73;3,92;4,96
267;10/03/2022;Norwich;Chelsea;0;2;1;3;A;14,15;5,85;1,32;11,9;5,59;1,29;11;5,15;1,42;9,67;4,94;1,36
268;10/03/2022;Southampton;Newcastle;1;1;1;2;A;2,05;3,82;4,05;2;3,7;3,71;2,08;3,69;4,41;1,96;3,55;4,07
269;10/03/2022;Wolves;Watford;2;0;4;0;H;1,88;3,62;5,1;1,82;3,5;4,84;2;3,52;4,67;1,93;3,43;4,38
270;10/03/2022;Leeds;Aston Villa;0;1;0;3;A;2,86;3,7;2,64;2,72;3,59;2,54;3,13;3,65;2,56;2,85;3,58;2,46
271;12/03/2022;Brighton;Liverpool;0;1;0;2;A;6,65;4,73;1,58;6,2;4,47;1,53;7,2;4,81;1,53;6,8;4,64;1,48
272;12/03/2022;Brentford;Burnley;0;0;2;0;H;2,3;3,4;3,8;2,2;3,23;3,65;2,19;3,44;4,02;2,11;3,3;3,82
273;12/03/2022;Man United;Tottenham;2;1;3;2;H;2,24;3,68;3,52;2,18;3,56;3,33;2,5;3,84;3,2;2,33;3,51;3,09
274;13/03/2022;Chelsea;Newcastle;0;0;1;0;H;1,36;5,65;11,2;1,33;5,3;10,16;1,45;5;9,19;1,41;4,83;8,35
275;13/03/2022;Everton;Wolves;0;0;0;1;A;2,38;3,38;3,5;2,31;3,24;3,35;2,36;3,3;3,84;2,29;3,12;3,57
276;13/03/2022;Leeds;Norwich;1;0;2;1;H;1,67;4,5;6;1,6;4,31;5,51;1,66;4,38;5,75;1,63;4,21;5,43
277;13/03/2022;Southampton;Watford;1;2;1;2;A;1,66;4,33;6;1,61;4,17;5,59;1,72;4,27;5,6;1,66;4,08;5,29
278;13/03/2022;West Ham;Aston Villa;0;0;2;1;H;2,45;3,45;3,55;2,33;3,31;3,24;2,62;3,41;3,22;2,53;3,28;2,96
279;13/03/2022;Arsenal;Leicester;1;0;2;0;H;1,58;4,74;6,5;1,53;4,55;6;1,51;5,15;8,1;1,43;4,9;7,49
280;14/03/2022;Crystal Palace;Man City;0;0;0;0;D;11,25;5,8;1,36;9,82;5,5;1,32;11,85;5,65;1,43;9,89;5,42;1,33
281;16/03/2022;Brighton;Tottenham;0;1;0;2;A;3,38;3,48;2,38;3,28;3,34;2,3;3,86;3,51;2,2;3,67;3,4;2,13
282;16/03/2022;Arsenal;Liverpool;0;0;0;2;A;4;4,25;1,98;3,78;3,98;1,92;3,88;3,83;2,23;3,6;3,64;2,07
283;17/03/2022;Everton;Newcastle;0;0;1;0;H;2,43;3,58;3,23;2,37;3,38;3,11;2,56;3,31;3,3;2,43;3,21;3,19
284;18/03/2022;Wolves;Leeds;2;0;2;3;A;2,25;3,66;3,75;2,14;3,49;3,56;2,36;3,6;3,64;2,23;3,36;3,44
285;19/03/2022;Aston Villa;Arsenal;0;1;0;1;A;3,1;3,6;2,52;2,99;3,47;2,41;3,14;3,6;2,55;2,98;3,39;2,46
286;20/03/2022;Leicester;Brentford;2;0;2;1;H;2,26;3,55;3,59;2,19;3,45;3,41;2,21;3,55;3,76;2,14;3,4;3,59
287;20/03/2022;Tottenham;West Ham;2;1;3;1;H;1,8;4,15;5,02;1,75;3,94;4,7;1,8;4,13;5,35;1,73;3,82;5,12
288;02/04/2022;Liverpool;Watford;1;0;2;0;H;1,16;10;26;1,13;9,36;21,82;1,18;9,39;21,83;1,16;8,32;17,96
289;02/04/2022;Brighton;Norwich;0;0;0;0;D;1,54;4,47;8,3;1,5;4,12;7,51;1,55;4,5;8,21;1,49;4,26;7,44
290;02/04/2022;Burnley;Man City;0;2;0;2;A;15;7;1,26;13,75;6,54;1,23;21;7,8;1,23;16,6;6,99;1,2
291;02/04/2022;Chelsea;Brentford;0;0;1;4;A;1,38;5,33;11;1,35;4,99;10,04;1,43;5;10;1,4;4,7;9,11
292;02/04/2022;Leeds;Southampton;1;0;1;1;D;2,54;3,89;3,02;2,42;3,61;2,86;2,55;3,7;2,96;2,45;3,59;2,83
293;02/04/2022;Wolves;Aston Villa;2;0;2;1;H;3,13;3,3;2,71;3,01;3,1;2,59;3,16;3,18;2,64;3,07;3,07;2,59
294;02/04/2022;Man United;Leicester;0;0;1;1;D;1,56;4,8;6,75;1,52;4,6;6,1;1,73;4,76;6,05;1,57;4,43;5,65
295;03/04/2022;West Ham;Everton;1;0;2;1;H;1,85;3,91;4,9;1,79;3,75;4,6;1,87;3,9;4,9;1,79;3,77;4,68
296;03/04/2022;Tottenham;Newcastle;1;1;5;1;H;1,56;4,55;7;1,52;4,36;6,58;1,74;4,48;6,8;1,56;4,23;6,22
297;04/04/2022;Crystal Palace;Arsenal;2;0;3;0;H;4,25;3,56;2,06;4,05;3,41;1,99;4,46;3,5;2,22;4,05;3,38;2,02
298;06/04/2022;Burnley;Everton;1;2;3;2;H;2,75;3,26;3,13;2,57;3,16;2,98;2,7;3,22;3,3;2,55;3,1;3,08
299;08/04/2022;Newcastle;Wolves;0;0;1;0;H;2,4;3,26;3,69;2,31;3,11;3,51;2,07;3,41;4,6;2,01;3,28;4,23
300;09/04/2022;Everton;Man United;1;0;1;0;H;4,74;3,95;1,85;4,48;3,84;1,8;4,34;3,95;1,97;4,02;3,8;1,9
301;09/04/2022;Arsenal;Brighton;0;1;1;2;A;1,7;4,05;6;1,65;3,9;5,64;1,71;3,94;6,43;1,65;3,76;6,05
302;09/04/2022;Southampton;Chelsea;0;4;0;6;A;4,19;3,85;2;3,98;3,69;1,93;4,2;3,72;2,1;3,85;3,58;2
303;09/04/2022;Watford;Leeds;0;1;0;3;A;2,77;3,7;2,69;2,69;3,54;2,58;2,91;3,58;2,72;2,8;3,43;2,57
304;09/04/2022;Aston Villa;Tottenham;0;1;0;4;A;3,3;3,68;2,34;3,15;3,55;2,27;3,5;3,7;2,3;3,35;3,52;2,2
305;10/04/2022;Brentford;West Ham;0;0;2;0;H;2,86;3,48;2,88;2,69;3,31;2,73;2,85;3,44;2,95;2,7;3,28;2,75
306;10/04/2022;Leicester;Crystal Palace;2;0;2;1;H;2,5;3,58;3,15;2,41;3,44;2,98;2,64;3,45;3,19;2,52;3,28;2,97
307;10/04/2022;Norwich;Burnley;1;0;2;0;H;3,15;3,32;2,65;2,97;3,19;2,56;3,25;3,58;2,5;3,13;3,37;2,36
308;10/04/2022;Man City;Liverpool;2;1;2;2;D;2,14;3,88;3,7;2,06;3,71;3,5;2,11;4,12;3,98;1,99;3,74;3,74
309;16/04/2022;Tottenham;Brighton;0;0;0;1;A;1,59;4,4;6,9;1,54;4,25;6,35;1,59;4,6;7,1;1,52;4,46;6,48
310;16/04/2022;Man United;Norwich;2;1;3;2;H;1,28;6,8;15;1,24;6,45;12,84;1,31;6,75;12;1,28;6,27;10,17
311;16/04/2022;Southampton;Arsenal;1;0;1;0;H;4,05;3,9;2,02;3,9;3,68;1,95;4,22;3,83;2,01;4;3,7;1,93
312;16/04/2022;Watford;Brentford;0;1;1;2;A;2,95;3,4;2,65;2,86;3,28;2,59;3,23;3,5;2,6;2,98;3,32;2,49
313;17/04/2022;Newcastle;Leicester;1;1;2;1;H;2,36;3,5;3,46;2,25;3,38;3,32;2,14;3,61;4;2,05;3,52;3,76
314;17/04/2022;West Ham;Burnley;0;1;1;1;D;1,79;4,04;5,46;1,72;3,84;5,02;1,88;3,88;4,98;1,81;3,72;4,64
315;19/04/2022;Liverpool;Man United;2;0;4;0;H;1,51;5,5;8;1,41;5,21;7,44;1,45;6;9,6;1,35;5,61;8,56
316;20/04/2022;Chelsea;Arsenal;2;2;2;4;A;1,92;3,8;4,65;1,87;3,64;4,34;1,99;3,65;4,75;1,92;3,5;4,35
317;20/04/2022;Everton;Leicester;0;1;1;1;D;2,4;3,62;3,27;2,32;3,45;3,15;2,7;3,4;3;2,59;3,3;2,87
318;20/04/2022;Newcastle;Crystal Palace;1;0;1;0;H;2,44;3,4;3,36;2,34;3,26;3,25;2,38;3,39;3,65;2,3;3,2;3,44
319;20/04/2022;Man City;Brighton;0;0;3;0;H;1,23;7,3;19,5;1,2;6,85;17,12;1,37;6,95;17;1,23;6,48;14,46
320;21/04/2022;Burnley;Southampton;2;0;2;0;H;2,95;3,56;2,72;2,76;3,41;2,61;2,75;3,59;2,84;2,65;3,34;2,75
321;23/04/2022;Arsenal;Man United;2;1;3;1;H;2,18;3,75;3,7;2,11;3,58;3,5;2,14;3,8;3,8;2,05;3,65;3,65
322;23/04/2022;Leicester;Aston Villa;0;0;0;0;D;3;3,5;2,68;2,85;3,39;2,54;3,13;3,63;2,58;2,98;3,35;2,47
323;23/04/2022;Man City;Watford;3;1;5;1;H;1,14;10,5;32;1,11;9,78;25,83;1,14;11;31;1,11;10,03;24,75
324;23/04/2022;Norwich;Newcastle;0;2;0;3;A;3,76;3,57;2,26;3,55;3,33;2,18;3,73;3,47;2,31;3,47;3,3;2,23
325;23/04/2022;Brentford;Tottenham;0;0;0;0;D;4,5;3,8;1,94;4,28;3,67;1,87;5,32;4,2;1,8;4,76;3,97;1,73
326;24/04/2022;Brighton;Southampton;2;1;2;2;D;2,23;3,45;3,78;2,17;3,32;3,59;2,18;3,64;4,1;2,08;3,37;3,83
327;24/04/2022;Burnley;Wolves;0;0;1;0;H;2,91;3,32;2,95;2,71;3,11;2,86;2,7;3,46;3,17;2,57;3,11;3,06
328;24/04/2022;Chelsea;West Ham;0;0;1;0;H;1,59;4,6;6,7;1,53;4,37;6,4;1,48;5,26;8,6;1,43;4,79;7,9
329;24/04/2022;Liverpool;Everton;0;0;2;0;H;1,22;7,9;19;1,19;7,35;15,64;1,24;7,9;17;1,2;7,29;15,26
330;25/04/2022;Crystal Palace;Leeds;0;0;0;0;D;2,14;3,7;3,7;2,08;3,59;3,53;2,5;3,57;3,17;2,42;3,44;3
331;28/04/2022;Man United;Chelsea;0;0;1;1;D;3,25;3,76;2,35;3,17;3,57;2,25;3,75;3,99;2,22;3,54;3,61;2,09
332;30/04/2022;Newcastle;Liverpool;0;1;0;1;A;8,5;5,1;1,47;7,81;4,87;1,41;7;4,55;1,59;6,44;4,34;1,54
333;30/04/2022;Aston Villa;Norwich;1;0;2;0;H;1,43;5,2;9;1,4;4,94;8,3;1,5;5,19;8,7;1,42;4,86;7,86
334;30/04/2022;Southampton;Crystal Palace;1;0;1;2;A;2,5;3,54;3,14;2,41;3,37;3,05;2,58;3,3;3,4;2,46;3,17;3,15
335;30/04/2022;Watford;Burnley;1;0;1;2;A;2,78;3,45;2,84;2,68;3,31;2,75;2,76;3,33;2,97;2,63;3,22;2,88
336;30/04/2022;Wolves;Brighton;0;1;0;3;A;2,88;3,25;2,93;2,75;3,09;2,83;2,88;3,13;3;2,76;2,99;2,93
337;30/04/2022;Leeds;Man City;0;1;0;4;A;11;6,3;1,33;9,69;5,85;1,31;11;6,1;1,42;9,49;5,74;1,32
338;01/05/2022;Everton;Chelsea;0;0;1;0;H;5,21;3,88;1,82;4,83;3,71;1,77;5,57;4,05;1,79;5,11;3,86;1,72
339;01/05/2022;Tottenham;Leicester;1;0;3;1;H;1,49;5;7,5;1,46;4,8;6,88;1,42;5,83;10;1,36;5,27;8,81
340;01/05/2022;West Ham;Arsenal;1;1;1;2;A;4,75;4,1;1,84;4,54;3,84;1,79;4,62;4,15;1,92;4,4;3,89;1,81
341;02/05/2022;Man United;Brentford;1;0;3;0;H;1,82;4,1;4,75;1,76;3,95;4,51;1,87;4,15;5,05;1,76;3,98;4,56
342;07/05/2022;Brentford;Southampton;2;0;3;0;H;2,28;3,62;3,55;2,21;3,44;3,35;2,16;3,65;3,7;2,11;3,54;3,54
343;07/05/2022;Burnley;Aston Villa;0;2;1;3;A;3,1;3,51;2,55;3;3,33;2,46;3,23;3,34;2,63;3,09;3,17;2,49
344;07/05/2022;Chelsea;Wolves;0;0;2;2;D;1,39;5,3;11,25;1,36;4,95;9,62;1,42;5,25;11;1,37;4,9;9,29
